area,areaid,daydiff,daytotal,referencedate,totaldistinctpersons,totalvaccinations
ΒΟΙΩΤΙΑΣ,801,5,163,2021-01-29T00:00:00,1705,1800
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,388,2046,2021-01-29T00:00:00,29566,32922
ΓΡΕΒΕΝΩΝ,301,3,53,2021-01-29T00:00:00,676,721
ΔΡΑΜΑΣ,101,-2,154,2021-01-29T00:00:00,1810,1898
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,-6,167,2021-01-29T00:00:00,1997,2412
ΙΚΑΡΙΑΣ,1101,35,47,2021-01-30T00:00:00,283,284
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,198,937,2021-01-29T00:00:00,8479,9708
ΕΒΡΟΥ,102,-27,215,2021-01-29T00:00:00,3645,3737
ΕΥΒΟΙΑΣ,802,62,389,2021-01-29T00:00:00,3689,3891
ΕΥΡΥΤΑΝΙΑΣ,803,12,48,2021-01-29T00:00:00,446,493
ΖΑΚΥΝΘΟΥ,601,17,66,2021-01-29T00:00:00,939,939
ΗΛΕΙΑΣ,703,36,229,2021-01-29T00:00:00,2284,2475
ΗΜΑΘΙΑΣ,201,2,209,2021-01-29T00:00:00,2211,2495
ΗΡΑΚΛΕΙΟΥ,1301,-33,438,2021-01-29T00:00:00,6790,7483
ΘΑΣΟΥ,103,14,47,2021-01-29T00:00:00,80,80
ΘΕΣΠΡΩΤΙΑΣ,402,0,96,2021-01-29T00:00:00,1225,1342
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,-100,1916,2021-01-29T00:00:00,22378,26920
ΘΗΡΑΣ,1202,-12,12,2021-01-29T00:00:00,221,221
ΙΘΑΚΗΣ,602,0,0,2021-01-29T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,-12,12,2021-01-29T00:00:00,236,237
ΙΩΑΝΝΙΝΩΝ,403,-68,346,2021-01-29T00:00:00,5210,6469
ΚΑΒΑΛΑΣ,104,0,212,2021-01-29T00:00:00,2453,2543
ΚΑΛΥΜΝΟΥ,1203,-38,23,2021-01-29T00:00:00,522,523
ΚΑΡΔΙΤΣΑΣ,501,42,246,2021-01-29T00:00:00,2223,2739
ΚΑΡΠΑΘΟΥ,1204,0,18,2021-01-29T00:00:00,183,183
ΚΑΣΤΟΡΙΑΣ,302,13,110,2021-01-29T00:00:00,1151,1198
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-29T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,205,3475,2021-01-29T00:00:00,35654,45558
ΚΕΡΚΥΡΑΣ,603,-18,78,2021-01-29T00:00:00,2053,2053
ΚΕΦΑΛΛΗΝΙΑΣ,604,-39,96,2021-01-29T00:00:00,1240,1240
ΚΙΛΚΙΣ,203,-2,122,2021-01-29T00:00:00,1651,1745
ΚΟΖΑΝΗΣ,303,-25,195,2021-01-29T00:00:00,2103,2547
ΚΟΡΙΝΘΙΑΣ,1003,-15,139,2021-01-29T00:00:00,1373,1591
ΚΩ,1206,-32,41,2021-01-29T00:00:00,630,631
ΛΑΚΩΝΙΑΣ,1004,8,154,2021-01-29T00:00:00,1761,1991
ΛΑΡΙΣΑΣ,502,-37,330,2021-01-29T00:00:00,4237,5606
ΛΑΣΙΘΙΟΥ,1302,63,291,2021-01-29T00:00:00,2716,2863
ΛΕΣΒΟΥ,1102,-10,109,2021-01-29T00:00:00,1690,1690
ΛΕΥΚΑΔΑΣ,605,-21,45,2021-01-29T00:00:00,681,681
ΛΗΜΝΟΥ,1103,7,30,2021-01-29T00:00:00,520,520
ΜΑΓΝΗΣΙΑΣ,503,-4,211,2021-01-29T00:00:00,2307,2352
ΜΕΣΣΗΝΙΑΣ,1005,42,276,2021-01-29T00:00:00,2774,2956
ΜΗΛΟΥ,1207,16,17,2021-01-29T00:00:00,18,18
ΜΥΚΟΝΟΥ,1208,4,29,2021-01-29T00:00:00,54,54
ΝΑΞΟΥ,1209,-6,12,2021-01-29T00:00:00,288,288
ΝΗΣΩΝ,906,12,171,2021-01-29T00:00:00,478,478
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,13,301,2021-01-29T00:00:00,4031,4032
ΞΑΝΘΗΣ,105,1,124,2021-01-29T00:00:00,1581,1655
ΠΑΡΟΥ,1210,-5,32,2021-01-29T00:00:00,69,69
ΠΕΙΡΑΙΩΣ,908,131,794,2021-01-29T00:00:00,8468,9275
ΠΕΛΛΑΣ,204,-11,243,2021-01-29T00:00:00,2268,2732
ΠΙΕΡΙΑΣ,205,-5,178,2021-01-29T00:00:00,1692,1993
ΠΡΕΒΕΖΑΣ,404,26,80,2021-01-29T00:00:00,847,964
ΡΕΘΥΜΝΟΥ,1303,23,151,2021-01-29T00:00:00,1699,1743
ΡΟΔΟΠΗΣ,106,4,105,2021-01-29T00:00:00,1209,1257
ΡΟΔΟΥ,1211,-16,137,2021-01-29T00:00:00,1739,1739
ΣΑΜΟΥ,1104,12,42,2021-01-29T00:00:00,633,636
ΣΕΡΡΩΝ,206,17,170,2021-01-29T00:00:00,1963,2057
ΣΠΟΡΑΔΩΝ,504,14,49,2021-01-29T00:00:00,84,84
ΣΥΡΟΥ,1212,4,36,2021-01-29T00:00:00,598,598
ΤΗΝΟΥ,1213,12,49,2021-01-29T00:00:00,86,86
ΤΡΙΚΑΛΩΝ,505,-12,193,2021-01-29T00:00:00,2383,2870
ΦΘΙΩΤΙΔΑΣ,804,35,199,2021-01-29T00:00:00,2394,2534
ΦΛΩΡΙΝΑΣ,304,11,90,2021-01-29T00:00:00,1077,1127
ΦΩΚΙΔΑΣ,805,2,50,2021-01-29T00:00:00,603,648
ΧΑΛΚΙΔΙΚΗΣ,207,32,137,2021-01-29T00:00:00,1311,1362
ΧΑΝΙΩΝ,1304,5,376,2021-01-29T00:00:00,3629,4378
ΧΙΟΥ,1105,10,58,2021-01-29T00:00:00,781,781
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,-14,181,2021-01-30T00:00:00,2070,2468
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,1,464,2021-01-30T00:00:00,4615,5231
ΑΝΔΡΟΥ,1201,-53,0,2021-01-30T00:00:00,108,108
ΑΡΓΟΛΙΔΑΣ,1001,-18,144,2021-01-30T00:00:00,1787,1983
ΑΡΚΑΔΙΑΣ,1002,10,180,2021-01-30T00:00:00,1813,2102
ΑΡΤΑΣ,401,2,157,2021-01-30T00:00:00,1856,2204
ΑΧΑΪΑΣ,702,55,523,2021-01-30T00:00:00,6330,7945
ΒΟΙΩΤΙΑΣ,801,10,173,2021-01-30T00:00:00,1790,1973
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,-905,1141,2021-01-30T00:00:00,30576,34063
ΓΡΕΒΕΝΩΝ,301,-9,44,2021-01-30T00:00:00,679,765
ΔΡΑΜΑΣ,101,-7,147,2021-01-30T00:00:00,1859,2045
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,21,188,2021-01-30T00:00:00,2183,2600
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,14,951,2021-01-30T00:00:00,8989,10659
ΕΒΡΟΥ,102,13,228,2021-01-30T00:00:00,3748,3965
ΕΥΒΟΙΑΣ,802,-1,388,2021-01-30T00:00:00,3982,4279
ΕΥΡΥΤΑΝΙΑΣ,803,-6,42,2021-01-30T00:00:00,451,535
ΖΑΚΥΝΘΟΥ,601,0,66,2021-01-30T00:00:00,1005,1005
ΗΛΕΙΑΣ,703,42,271,2021-01-30T00:00:00,2427,2746
ΗΜΑΘΙΑΣ,201,-23,186,2021-01-30T00:00:00,2297,2681
ΗΡΑΚΛΕΙΟΥ,1301,15,453,2021-01-30T00:00:00,7031,7936
ΘΑΣΟΥ,103,0,47,2021-01-30T00:00:00,127,127
ΘΕΣΠΡΩΤΙΑΣ,402,-4,92,2021-01-30T00:00:00,1259,1434
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,-132,1784,2021-01-30T00:00:00,23447,28704
ΘΗΡΑΣ,1202,12,24,2021-01-30T00:00:00,245,245
ΙΘΑΚΗΣ,602,0,0,2021-01-30T00:00:00,0,0
ΙΩΑΝΝΙΝΩΝ,403,81,427,2021-01-30T00:00:00,5388,6896
ΚΑΒΑΛΑΣ,104,-40,172,2021-01-30T00:00:00,2535,2715
ΚΑΛΥΜΝΟΥ,1203,31,54,2021-01-30T00:00:00,576,577
ΚΑΡΔΙΤΣΑΣ,501,-14,232,2021-01-30T00:00:00,2437,2971
ΚΑΡΠΑΘΟΥ,1204,-6,12,2021-01-30T00:00:00,195,195
ΚΑΣΤΟΡΙΑΣ,302,-12,98,2021-01-30T00:00:00,1201,1296
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-30T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,-736,2739,2021-01-30T00:00:00,37240,48297
ΚΕΡΚΥΡΑΣ,603,18,96,2021-01-30T00:00:00,2149,2149
ΚΕΦΑΛΛΗΝΙΑΣ,604,27,123,2021-01-30T00:00:00,1363,1363
ΚΙΛΚΙΣ,203,31,153,2021-01-30T00:00:00,1749,1898
ΚΟΖΑΝΗΣ,303,3,198,2021-01-30T00:00:00,2251,2745
ΚΟΡΙΝΘΙΑΣ,1003,32,171,2021-01-30T00:00:00,1490,1762
ΚΩ,1206,31,72,2021-01-30T00:00:00,702,703
ΛΑΚΩΝΙΑΣ,1004,29,183,2021-01-30T00:00:00,1828,2174
ΛΑΡΙΣΑΣ,502,-8,322,2021-01-30T00:00:00,4468,5928
ΛΑΣΙΘΙΟΥ,1302,-28,263,2021-01-30T00:00:00,2866,3126
ΛΕΣΒΟΥ,1102,41,150,2021-01-30T00:00:00,1840,1840
ΛΕΥΚΑΔΑΣ,605,9,54,2021-01-30T00:00:00,735,735
ΛΗΜΝΟΥ,1103,18,48,2021-01-30T00:00:00,568,568
ΜΑΓΝΗΣΙΑΣ,503,117,328,2021-01-30T00:00:00,2544,2680
ΜΕΣΣΗΝΙΑΣ,1005,4,280,2021-01-30T00:00:00,2890,3236
ΜΗΛΟΥ,1207,-11,6,2021-01-30T00:00:00,24,24
ΜΥΚΟΝΟΥ,1208,3,32,2021-01-30T00:00:00,86,86
ΝΑΞΟΥ,1209,24,36,2021-01-30T00:00:00,324,324
ΝΗΣΩΝ,906,23,194,2021-01-30T00:00:00,672,672
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,-17,284,2021-01-30T00:00:00,4315,4316
ΞΑΝΘΗΣ,105,15,139,2021-01-30T00:00:00,1646,1794
ΠΑΡΟΥ,1210,-3,29,2021-01-30T00:00:00,98,98
ΠΕΙΡΑΙΩΣ,908,-20,774,2021-01-30T00:00:00,8838,10049
ΠΕΛΛΑΣ,204,-11,232,2021-01-30T00:00:00,2477,2964
ΠΙΕΡΙΑΣ,205,1,179,2021-01-30T00:00:00,1855,2172
ΠΡΕΒΕΖΑΣ,404,-7,73,2021-01-30T00:00:00,847,1037
ΡΕΘΥΜΝΟΥ,1303,10,161,2021-01-30T00:00:00,1816,1904
ΡΟΔΟΠΗΣ,106,-15,90,2021-01-30T00:00:00,1257,1347
ΡΟΔΟΥ,1211,-25,112,2021-01-30T00:00:00,1851,1851
ΣΑΜΟΥ,1104,12,54,2021-01-30T00:00:00,687,690
ΣΕΡΡΩΝ,206,-31,139,2021-01-30T00:00:00,2009,2196
ΣΠΟΡΑΔΩΝ,504,-1,48,2021-01-30T00:00:00,132,132
ΣΥΡΟΥ,1212,-6,30,2021-01-30T00:00:00,628,628
ΤΗΝΟΥ,1213,-4,45,2021-01-30T00:00:00,131,131
ΤΡΙΚΑΛΩΝ,505,-3,190,2021-01-30T00:00:00,2523,3060
ΦΘΙΩΤΙΔΑΣ,804,-20,179,2021-01-30T00:00:00,2485,2713
ΦΛΩΡΙΝΑΣ,304,6,96,2021-01-30T00:00:00,1115,1223
ΦΩΚΙΔΑΣ,805,-2,48,2021-01-30T00:00:00,608,696
ΧΑΛΚΙΔΙΚΗΣ,207,-28,109,2021-01-30T00:00:00,1374,1471
ΧΑΝΙΩΝ,1304,-7,369,2021-01-30T00:00:00,3908,4747
ΧΙΟΥ,1105,1,59,2021-01-30T00:00:00,840,840
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,60,241,2021-02-01T00:00:00,2174,2709
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,41,505,2021-02-01T00:00:00,5120,5736
ΑΝΔΡΟΥ,1201,54,54,2021-02-01T00:00:00,162,162
ΑΡΓΟΛΙΔΑΣ,1001,28,172,2021-02-01T00:00:00,1900,2155
ΑΡΚΑΔΙΑΣ,1002,14,194,2021-02-01T00:00:00,1878,2296
ΑΡΤΑΣ,401,12,169,2021-02-01T00:00:00,1949,2373
ΑΧΑΪΑΣ,702,17,540,2021-02-01T00:00:00,6849,8485
ΒΟΙΩΤΙΑΣ,801,30,203,2021-02-01T00:00:00,1895,2176
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1420,2561,2021-02-01T00:00:00,31851,36624
ΓΡΕΒΕΝΩΝ,301,14,58,2021-02-01T00:00:00,689,823
ΔΡΑΜΑΣ,101,12,159,2021-02-01T00:00:00,1931,2204
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,168,356,2021-02-01T00:00:00,2515,2956
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,155,1106,2021-02-01T00:00:00,9604,11765
ΕΒΡΟΥ,102,71,299,2021-02-01T00:00:00,3836,4264
ΕΥΒΟΙΑΣ,802,52,440,2021-02-01T00:00:00,4305,4719
ΕΥΡΥΤΑΝΙΑΣ,803,12,54,2021-02-01T00:00:00,470,589
ΖΑΚΥΝΘΟΥ,601,23,89,2021-02-01T00:00:00,1094,1094
ΗΛΕΙΑΣ,703,9,280,2021-02-01T00:00:00,2572,3026
ΗΜΑΘΙΑΣ,201,31,217,2021-02-01T00:00:00,2406,2898
ΗΡΑΚΛΕΙΟΥ,1301,70,523,2021-02-01T00:00:00,7324,8459
ΘΑΣΟΥ,103,-1,46,2021-02-01T00:00:00,173,173
ΘΕΣΠΡΩΤΙΑΣ,402,15,107,2021-02-01T00:00:00,1321,1541
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,336,2120,2021-02-01T00:00:00,24904,30824
ΘΗΡΑΣ,1202,12,36,2021-02-01T00:00:00,276,281
ΙΘΑΚΗΣ,602,0,0,2021-02-01T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,-10,37,2021-02-01T00:00:00,319,321
ΙΩΑΝΝΙΝΩΝ,403,64,491,2021-02-01T00:00:00,5584,7387
ΚΑΒΑΛΑΣ,104,67,239,2021-02-01T00:00:00,2653,2954
ΚΑΛΥΜΝΟΥ,1203,-18,36,2021-02-01T00:00:00,612,613
ΚΑΡΔΙΤΣΑΣ,501,-1,231,2021-02-01T00:00:00,2668,3202
ΚΑΡΠΑΘΟΥ,1204,18,30,2021-02-01T00:00:00,225,225
ΚΑΣΤΟΡΙΑΣ,302,9,107,2021-02-01T00:00:00,1260,1403
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-02-01T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,371,3110,2021-02-01T00:00:00,39009,51407
ΚΕΡΚΥΡΑΣ,603,84,180,2021-02-01T00:00:00,2264,2329
ΚΕΦΑΛΛΗΝΙΑΣ,604,9,132,2021-02-01T00:00:00,1475,1495
ΚΙΛΚΙΣ,203,50,203,2021-02-01T00:00:00,1889,2101
ΚΟΖΑΝΗΣ,303,14,212,2021-02-01T00:00:00,2383,2957
ΚΟΡΙΝΘΙΑΣ,1003,-9,162,2021-02-01T00:00:00,1648,1924
ΚΩ,1206,27,99,2021-02-01T00:00:00,801,802
ΛΑΚΩΝΙΑΣ,1004,34,217,2021-02-01T00:00:00,2029,2391
ΛΑΡΙΣΑΣ,502,52,374,2021-02-01T00:00:00,4768,6302
ΛΑΣΙΘΙΟΥ,1302,37,300,2021-02-01T00:00:00,3076,3426
ΛΕΣΒΟΥ,1102,2,152,2021-02-01T00:00:00,1992,1992
ΛΕΥΚΑΔΑΣ,605,0,54,2021-02-01T00:00:00,759,789
ΛΗΜΝΟΥ,1103,2,50,2021-02-01T00:00:00,618,618
ΜΑΓΝΗΣΙΑΣ,503,23,351,2021-02-01T00:00:00,2800,3031
ΜΕΣΣΗΝΙΑΣ,1005,28,308,2021-02-01T00:00:00,3060,3544
ΜΗΛΟΥ,1207,25,31,2021-02-01T00:00:00,55,55
ΜΥΚΟΝΟΥ,1208,8,40,2021-02-01T00:00:00,126,126
ΝΑΞΟΥ,1209,8,44,2021-02-01T00:00:00,368,368
ΝΗΣΩΝ,906,22,216,2021-02-01T00:00:00,888,888
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,29,313,2021-02-01T00:00:00,4600,4629
ΞΑΝΘΗΣ,105,27,166,2021-02-01T00:00:00,1665,1960
ΠΑΡΟΥ,1210,20,49,2021-02-01T00:00:00,147,147
ΠΕΙΡΑΙΩΣ,908,44,818,2021-02-01T00:00:00,9341,10867
ΠΕΛΛΑΣ,204,49,281,2021-02-01T00:00:00,2724,3245
ΠΙΕΡΙΑΣ,205,17,196,2021-02-01T00:00:00,2020,2368
ΠΡΕΒΕΖΑΣ,404,4,77,2021-02-01T00:00:00,850,1114
ΡΕΘΥΜΝΟΥ,1303,42,203,2021-02-01T00:00:00,1970,2107
ΡΟΔΟΠΗΣ,106,23,113,2021-02-01T00:00:00,1318,1460
ΡΟΔΟΥ,1211,-8,104,2021-02-01T00:00:00,1955,1955
ΣΑΜΟΥ,1104,0,54,2021-02-01T00:00:00,741,744
ΣΕΡΡΩΝ,206,34,173,2021-02-01T00:00:00,2088,2369
ΣΠΟΡΑΔΩΝ,504,6,54,2021-02-01T00:00:00,186,186
ΣΥΡΟΥ,1212,30,60,2021-02-01T00:00:00,687,688
ΤΗΝΟΥ,1213,-4,41,2021-02-01T00:00:00,171,172
ΤΡΙΚΑΛΩΝ,505,34,224,2021-02-01T00:00:00,2668,3284
ΦΘΙΩΤΙΔΑΣ,804,30,209,2021-02-01T00:00:00,2598,2922
ΦΛΩΡΙΝΑΣ,304,21,117,2021-02-01T00:00:00,1161,1340
ΦΩΚΙΔΑΣ,805,4,52,2021-02-01T00:00:00,645,748
ΧΑΛΚΙΔΙΚΗΣ,207,52,161,2021-02-01T00:00:00,1476,1632
ΧΑΝΙΩΝ,1304,23,392,2021-02-01T00:00:00,4225,5139
ΧΙΟΥ,1105,-10,49,2021-02-01T00:00:00,889,889
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,26,267,2021-02-02T00:00:00,2319,2976
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,109,614,2021-02-02T00:00:00,5734,6350
ΑΝΔΡΟΥ,1201,-12,42,2021-02-02T00:00:00,204,204
ΑΡΓΟΛΙΔΑΣ,1001,11,183,2021-02-02T00:00:00,2079,2338
ΑΡΚΑΔΙΑΣ,1002,-13,181,2021-02-02T00:00:00,2004,2477
ΑΡΤΑΣ,401,53,222,2021-02-02T00:00:00,2089,2595
ΑΧΑΪΑΣ,702,143,683,2021-02-02T00:00:00,7427,9168
ΒΟΙΩΤΙΑΣ,801,-38,165,2021-02-02T00:00:00,1991,2341
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,147,2708,2021-02-02T00:00:00,33265,39332
ΓΡΕΒΕΝΩΝ,301,-3,55,2021-02-02T00:00:00,694,878
ΔΡΑΜΑΣ,101,32,191,2021-02-02T00:00:00,2025,2395
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,-113,243,2021-02-02T00:00:00,2733,3199
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,-141,965,2021-02-02T00:00:00,10444,12730
ΕΒΡΟΥ,102,51,350,2021-02-02T00:00:00,3938,4614
ΕΥΒΟΙΑΣ,802,-31,409,2021-02-02T00:00:00,4565,5128
ΕΥΡΥΤΑΝΙΑΣ,803,-6,48,2021-02-02T00:00:00,494,637
ΖΑΚΥΝΘΟΥ,601,14,103,2021-02-02T00:00:00,1149,1197
ΗΛΕΙΑΣ,703,-34,246,2021-02-02T00:00:00,2769,3272
ΗΜΑΘΙΑΣ,201,39,256,2021-02-02T00:00:00,2589,3154
ΗΡΑΚΛΕΙΟΥ,1301,106,629,2021-02-02T00:00:00,7691,9088
ΘΑΣΟΥ,103,8,54,2021-02-02T00:00:00,227,227
ΘΕΣΠΡΩΤΙΑΣ,402,2,109,2021-02-02T00:00:00,1430,1650
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,652,2772,2021-02-02T00:00:00,26835,33596
ΘΗΡΑΣ,1202,-12,24,2021-02-02T00:00:00,287,305
ΙΘΑΚΗΣ,602,0,0,2021-02-02T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,-7,30,2021-02-02T00:00:00,327,351
ΙΩΑΝΝΙΝΩΝ,403,-27,464,2021-02-02T00:00:00,5780,7851
ΚΑΒΑΛΑΣ,104,27,266,2021-02-02T00:00:00,2794,3220
ΚΑΛΥΜΝΟΥ,1203,18,54,2021-02-02T00:00:00,656,667
ΚΑΡΔΙΤΣΑΣ,501,48,279,2021-02-02T00:00:00,2947,3481
ΚΑΡΠΑΘΟΥ,1204,-12,18,2021-02-02T00:00:00,233,243
ΚΑΣΤΟΡΙΑΣ,302,13,120,2021-02-02T00:00:00,1332,1523
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-02-02T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1176,4286,2021-02-02T00:00:00,41686,55693
ΚΕΡΚΥΡΑΣ,603,43,223,2021-02-02T00:00:00,2390,2552
ΚΕΦΑΛΛΗΝΙΑΣ,604,-8,124,2021-02-02T00:00:00,1509,1619
ΚΙΛΚΙΣ,203,-5,198,2021-02-02T00:00:00,2044,2299
ΚΟΖΑΝΗΣ,303,26,238,2021-02-02T00:00:00,2568,3195
ΚΟΡΙΝΘΙΑΣ,1003,8,170,2021-02-02T00:00:00,1808,2094
ΚΩ,1206,5,104,2021-02-02T00:00:00,905,906
ΛΑΚΩΝΙΑΣ,1004,-109,108,2021-02-02T00:00:00,2135,2499
ΛΑΡΙΣΑΣ,502,131,505,2021-02-02T00:00:00,5147,6807
ΛΑΣΙΘΙΟΥ,1302,14,314,2021-02-02T00:00:00,3338,3740
ΛΕΣΒΟΥ,1102,34,186,2021-02-02T00:00:00,2110,2178
ΛΕΥΚΑΔΑΣ,605,0,54,2021-02-02T00:00:00,764,843
ΛΗΜΝΟΥ,1103,20,70,2021-02-02T00:00:00,645,688
ΜΑΓΝΗΣΙΑΣ,503,13,364,2021-02-02T00:00:00,3066,3395
ΜΕΣΣΗΝΙΑΣ,1005,33,341,2021-02-02T00:00:00,3335,3885
ΜΗΛΟΥ,1207,-7,24,2021-02-02T00:00:00,79,79
ΜΥΚΟΝΟΥ,1208,-22,18,2021-02-02T00:00:00,144,144
ΝΑΞΟΥ,1209,8,52,2021-02-02T00:00:00,386,420
ΝΗΣΩΝ,906,15,231,2021-02-02T00:00:00,1094,1119
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,147,460,2021-02-02T00:00:00,4972,5089
ΞΑΝΘΗΣ,105,18,184,2021-02-02T00:00:00,1728,2144
ΠΑΡΟΥ,1210,2,51,2021-02-02T00:00:00,198,198
ΠΕΙΡΑΙΩΣ,908,180,998,2021-02-02T00:00:00,10077,11865
ΠΕΛΛΑΣ,204,67,348,2021-02-02T00:00:00,3072,3593
ΠΙΕΡΙΑΣ,205,95,291,2021-02-02T00:00:00,2290,2659
ΠΡΕΒΕΖΑΣ,404,-21,56,2021-02-02T00:00:00,857,1170
ΡΕΘΥΜΝΟΥ,1303,9,212,2021-02-02T00:00:00,2118,2319
ΡΟΔΟΠΗΣ,106,2,115,2021-02-02T00:00:00,1385,1575
ΡΟΔΟΥ,1211,-91,13,2021-02-02T00:00:00,1968,1968
ΣΑΜΟΥ,1104,12,66,2021-02-02T00:00:00,747,810
ΣΕΡΡΩΝ,206,-3,170,2021-02-02T00:00:00,2162,2539
ΣΠΟΡΑΔΩΝ,504,-42,12,2021-02-02T00:00:00,198,198
ΣΥΡΟΥ,1212,-9,51,2021-02-02T00:00:00,694,739
ΤΗΝΟΥ,1213,2,43,2021-02-02T00:00:00,214,215
ΤΡΙΚΑΛΩΝ,505,-10,214,2021-02-02T00:00:00,2880,3498
ΦΘΙΩΤΙΔΑΣ,804,-11,198,2021-02-02T00:00:00,2698,3120
ΦΛΩΡΙΝΑΣ,304,-6,111,2021-02-02T00:00:00,1224,1451
ΦΩΚΙΔΑΣ,805,8,60,2021-02-02T00:00:00,705,808
ΧΑΛΚΙΔΙΚΗΣ,207,-7,154,2021-02-02T00:00:00,1588,1786
ΧΑΝΙΩΝ,1304,79,471,2021-02-02T00:00:00,4694,5610
ΧΙΟΥ,1105,27,76,2021-02-02T00:00:00,902,965
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,54,115,2021-01-08T00:00:00,326,326
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,-131,5,2021-01-08T00:00:00,703,703
ΑΝΔΡΟΥ,1201,0,0,2021-01-08T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,109,109,2021-01-08T00:00:00,109,109
ΑΡΚΑΔΙΑΣ,1002,125,169,2021-01-08T00:00:00,213,213
ΑΡΤΑΣ,401,54,94,2021-01-08T00:00:00,324,324
ΑΧΑΪΑΣ,702,-35,130,2021-01-08T00:00:00,1551,1551
ΒΟΙΩΤΙΑΣ,801,125,125,2021-01-08T00:00:00,125,125
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,267,831,2021-01-08T00:00:00,3149,3149
ΓΡΕΒΕΝΩΝ,301,45,45,2021-01-08T00:00:00,45,45
ΔΡΑΜΑΣ,101,97,97,2021-01-08T00:00:00,97,97
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,-35,25,2021-01-08T00:00:00,421,421
ΙΚΑΡΙΑΣ,1101,0,0,2021-01-09T00:00:00,0,0
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,-35,80,2021-01-09T00:00:00,406,406
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,-5,0,2021-01-09T00:00:00,703,703
ΑΝΔΡΟΥ,1201,0,0,2021-01-09T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,-20,90,2021-01-09T00:00:00,200,200
ΑΡΚΑΔΙΑΣ,1002,-72,102,2021-01-09T00:00:00,320,320
ΑΡΤΑΣ,401,-18,76,2021-01-09T00:00:00,400,400
ΑΧΑΪΑΣ,702,-30,100,2021-01-09T00:00:00,1651,1651
ΒΟΙΩΤΙΑΣ,801,-55,70,2021-01-09T00:00:00,195,195
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,-782,55,2021-01-09T00:00:00,3210,3210
